userName,score,content,at
Izhar Ali,5,I love pubg ❤❤,2025-03-21 11:53:31
Mohsin Ali,5,It's amazing😍😍,2025-03-21 11:53:27
Gayton Dhlandhlara,5,this is something important to me,2025-03-21 11:53:18
Big Boose,5,good 👍 game 😀,2025-03-21 11:52:53
Roman Khan,5,i love pubg mobile... ❤️❤️❤️,2025-03-21 11:52:34
Tyson Apau,5,i played this game 5 years and i still loved it,2025-03-21 11:52:01
Sanju Singh,5,I like pubg love it,2025-03-21 11:51:50
Asadullah Asad,5,good game,2025-03-21 11:51:46
Isaqq Solomon,5,Overall it's a good game i like the game play mechanics but there is some lags and button responsiveness it not all time. love you we always support you ❤️,2025-03-21 11:51:07
Thatayaone Thamae,4,a Game I'd Play The Whole day without Getting tired 🔥🤗,2025-03-21 11:50:58
P K lin,5,good,2025-03-21 11:50:45
Kelwin Hamizie,5,you should probably play it,2025-03-21 11:50:42
Juamy Mangaoil,5,good pls fix low devices quality graph,2025-03-21 11:49:21
Cid Shadow,5,Amazing Amazing game it's reality a hell of game,2025-03-21 11:49:19
Madiha Meem 00,5,very good i love it ❤️,2025-03-21 11:49:13
AHMED MOHAMED,5,great 👍🏼👍🏼,2025-03-21 11:49:10
Rahat Batool13,5,best game plan ever,2025-03-21 11:49:02
احمد,5,"The best game in the world is a men's game, not a children's game like Free Fire. This is what a Free Fire YouTuber said, that it is a children's game, and the YouTuber's name is Draganov.",2025-03-21 11:47:55
aung zin min aung zin min,5,very good,2025-03-21 11:47:26
Touheed Jani,5,hello your game is very beautiful game and graphic is very good game,2025-03-21 11:47:23
Amos Kiprop,5,Amazing 🤩😍,2025-03-21 11:47:16
AZHAR Shaikh,5,this is my life outstanding game i not have words for this game 😍😍,2025-03-21 11:46:52
Legend Mirjat,5,the best game I have ever played but sometimes I get the worst teammates I don't know why they don't support each other they just play alone even if they are playing in squid,2025-03-21 11:45:26
Moon Angel,5,when you play pubg mobile you can you can shoot other and you can drive the car you like I love playing pubg mobile I used to play 8 hour in a day pubg mobile is really fun,2025-03-21 11:45:08
Max,5,This game always made me happy,2025-03-21 11:44:47
Tevita Mafi,5,so much fun,2025-03-21 11:43:15
Samieullah Wali,5,Just fine,2025-03-21 11:42:32
MARKHOR SSG,5,Good game,2025-03-21 11:41:40
Hussain Zahoor,4,👌 super game,2025-03-21 11:41:06
Laraib Shafi,5,best game,2025-03-21 11:41:02
Shalal Ali,5,best game ever,2025-03-21 11:40:46
Aung Khant Thu,5,nice,2025-03-21 11:40:44
Naveed Iqbal,3,when I come bake plying the game to loobay the game crashed and restart from home screen,2025-03-21 11:40:23
Faisal Tehseen,5,best game I have ever played,2025-03-21 11:39:44
Juniño Gabriel Baynosa,3,it's a great game and fun to play but the updates are getting annoying and out of hand that I had to delete all my other games it's like your forcing me to play this game I know you keep improving things but at least keep it to a minimum,2025-03-21 11:39:11
Hasni Khan,5,I need glacier m4 please give me I play 1.5 year but no glacier 😥😓😭😭😭😭😭,2025-03-21 11:39:01
Rahat Afridi,5,I love pub g mobile,2025-03-21 11:38:57
JEBS Agustin,5,it's very good game i have a lot of fun playing it,2025-03-21 11:38:35
nadeem Abbas,5,bast game in the world 🌎🌎🌎,2025-03-21 11:38:34
Elbaaz Elbaaz,5,good game,2025-03-21 11:38:13
فارس مكي,5,good,2025-03-21 11:38:00
abdullah khan,5,it is very interesting game,2025-03-21 11:37:53
Zaw Myo,5,Hottest Game,2025-03-21 11:37:29
Saad Ibrahimkhail,5,op,2025-03-21 11:37:26
Carl Foster,5,Ive played this gane with my old device dont get me wrong this app is wonderful. My only issue is the device i have now its not available to play i now have a acatel one touch. And the game is downloaded but not playable...,2025-03-21 11:36:21
Mark Dajao,3,Nice game,2025-03-21 11:36:18
M Furqan Haraj,4,nice multiplayer game,2025-03-21 11:36:16
Faiz Raza,5,PUBG mobile is world 🌎 mobile game I like it 😀 real action 😈😈😈,2025-03-21 11:36:15
Hearth Aijaz,5,i love it,2025-03-21 11:35:41
Net Soe,5,Very good game,2025-03-21 11:35:35
Mahmoud Muhammed,5,توب توب,2025-03-21 11:35:18
Shakir leghari,5,it is not just a game it is emotion's,2025-03-21 11:35:12
Anil Uranw,5,Nice game 👍,2025-03-21 11:35:06
Amir Satsujin,5,Good,2025-03-21 11:34:44
Rangga Putra Sahadewa,5,nice,2025-03-21 11:34:19
Khan Tanha,5,its to good,2025-03-21 11:33:33
Samip Chaudhary,5,Very good mobile game.,2025-03-21 11:32:05
Richard Corong,5,best game you can scape reality,2025-03-21 11:31:54
Sushal Lamichhane,5,enjoyable game,2025-03-21 11:31:35
ahtisham Ali,5,i play pubg last almost 5 year but he never disappoint me 🤝,2025-03-21 11:31:16
Jeff,4,It used to be simple! Nowadays it's too complicated I hope they bring back the classic simple looking outfits and skins,2025-03-21 11:31:10
HAMID KHAN,5,✨♥️✨,2025-03-21 11:30:52
Rajk Majhi,5,my favourite game pubg thank you for pubg,2025-03-21 11:30:41
Nor Man,5,pubg is not a game oubg is emotion,2025-03-21 11:30:17
jaque gamer,5,so far so good im the biggest fan of pubg i play this since season 3 i love this game so much hope that give me some upgrade weapon like m4 pleasessssss,2025-03-21 11:30:01
Abela Hailay,4,I like no I love it 🤩,2025-03-21 11:29:17
Aryan Shah,5,IAM season 2 player I like this game because it help me to recover my heart emotion 💔,2025-03-21 11:28:57
Mohib Lakanwal,5,i like pubg❤,2025-03-21 11:28:26
Itx Lucifer,5,Amazing game,2025-03-21 11:27:40
Steve Ngau,5,best game I've ever played 🔥,2025-03-21 11:27:22
M4 Ýôùsaf,5,i am 7 year old in pubg best game,2025-03-21 11:26:41
Elvegar,5,nice,2025-03-21 11:26:00
edson kondo,5,excellent,2025-03-21 11:25:57
Shandon Fatt,5,"Love it, though it can be a bit pricey for add ons n so forth",2025-03-21 11:25:46
Ismail Naqshbandzada,5,best game ever 🤩,2025-03-21 11:25:26
Mr Zeeshan,4,"This game is wonderful but I have one problem problem is that My Account is on UC deduction please remove IC deduction So, I enjoy more this game",2025-03-21 11:25:24
Syed Faizan Shah Fezi,3,I love this game but some issues disappointed me like lag fps drop it is the common problem for every person we don't want to use gfx tool but fps drop and lag is very high 😕,2025-03-21 11:24:05
Zin Ko Chit,5,so good 😊,2025-03-21 11:23:50
Wazzup Saii,5,nice,2025-03-21 11:23:17
Aima Ch,5,some thing very bad with my account ....plz do zomething ....autoclose and recall problem and medical kitt problem hurting me too much😭,2025-03-21 11:22:58
Rayyan Tariq,5,It is the best and very best game of whole world but i need glacier i dont have glacier till now 😭😭,2025-03-21 11:22:54
arther Terago,5,great game it was my first online game,2025-03-21 11:22:52
Shafana Batool,5,my favorite game I've been playing this for 6 years and never got bored,2025-03-21 11:22:48
Zain ali Zohaib ali,5,this game is Best,2025-03-21 11:22:35
12 7AMA,5,beast game in the world,2025-03-21 11:21:44
Umar Bashir,5,Love this game 🔥❤,2025-03-21 11:21:29
Luttafullah Sandhu,5,good game and very intertaining,2025-03-21 11:20:00
Bexruz,5,good game and happy birthday 🎂,2025-03-21 11:19:59
Frederick Malapa,5,I like playing games,2025-03-21 11:19:56
نصراللله حسنی,5,verry nice game🥰🥰❤️,2025-03-21 11:19:18
Sonam Dorji,4,it good... for mind fresh and to enjoy with friends....,2025-03-21 11:19:17
RMi Ryudon,5,good experian,2025-03-21 11:18:51
Pub G,5,nice game,2025-03-21 11:18:12
Imtiaz Nabil,5,Awesome,2025-03-21 11:16:54
Julius JLs charles,5,It's a fun game...i get caught up almost erday..!! one of the best online games by far..😎❤️❤️ Job well done.!!,2025-03-21 11:16:12
Thomas Manuel,5,I love it,2025-03-21 11:14:57
Keshav Sainju,5,like,2025-03-21 11:14:03
Ghassan E.,4,great game .. so much to do and have fun,2025-03-21 11:13:37
Mohamed Reda,5,افضل لعبه بس حلو مشكله التقطيع,2025-03-21 11:13:31
AREN SAFAT,5,perfect game,2025-03-21 11:13:12
Son Goku,5,Good to play with friends..just some time there is small issue like every one said so..but not a big problem..just relax and play..you will enjoy it.....,2025-03-21 11:13:07
Usman Khan,5,Awesome game,2025-03-21 11:12:26
Jerwin Barron,5,this game is so good this is my favorite game ever!!,2025-03-21 11:11:53
Ko Zaw Myo,5,I'm 7 year Player. I like is the game.,2025-03-21 11:11:47
Al Che,5,good shii,2025-03-21 11:11:46
Farish Irfan,5,"I've been playing PUBG Mobile since 2018, this game is very best",2025-03-21 11:10:41
Sikandar Ali Rajpar,5,this is mind blowing only work on hackers who hack the game,2025-03-21 11:09:16
Omar Usman,5,best game.,2025-03-21 11:08:55
Faraz Khan,5,Pubg change the peoples life it's a great game,2025-03-21 11:08:39
Subtain Amir,5,Have Fun This Game,2025-03-21 11:08:17
Shankar Punmagsr,5,love thish game,2025-03-21 11:07:18
Syedqasim Shah,5,nice game,2025-03-21 11:06:34
AQIF ALI,5,This event is very difficult.,2025-03-21 11:06:07
Wilvan Paul Baccay,5,its so great to play . its like a real battle ground,2025-03-21 11:05:10
Youssef Saeed,1,"OMG, I HEARD ABOUT 3.7 ♥🔥, I think i am gonna leave making bypasses and anti-bans and return back to the game ONLY IF THESE OLD MEMORIES WILL BE AVAILABLE FOREVER ♥🔥",2025-03-21 11:05:02
Aung Myo Htet,5,Good,2025-03-21 11:03:46
Swabi King,5,it's very good game and I love pubg,2025-03-21 11:03:15
It's Time,5,super games fps shooter,2025-03-21 11:03:07
Hammad Shafiq,5,Pubg mobile is one of the best mobil game right now,2025-03-21 11:01:38
alap freefire gaming,5,best game,2025-03-21 11:01:27
Muhammad Ishaq,5,Love,2025-03-21 11:00:08
Angelo Valenzuela,5,its really fun,2025-03-21 10:59:08
Awais Ahmed jamali,5,pubg mobile is the best game of the word like it's graphics and character,2025-03-21 10:58:25
Sajjad Qadir,5,king of the games and this game very good we are playing this game in daily life In PUBG my many friends,2025-03-21 10:58:01
Syed Labib,5,some times play pubg is peace of mind,2025-03-21 10:56:54
raymond ignas,5,nice game.,2025-03-21 10:56:52
Munir Khan,5,beautiful,2025-03-21 10:56:41
Faseeh Malik,5,great game playing from 2017,2025-03-21 10:56:34
koko lay,5,I like game,2025-03-21 10:56:16
Umar khan,1,nice,2025-03-21 10:55:57
Usman X Ahmad,5,Amazing 😍 I Got such a lovely Friend 😍,2025-03-21 10:55:39
Nigel Links,5,most amazing game,2025-03-21 10:55:27
Waqas Khan,4,Love it so amazing game,2025-03-21 10:55:26
Tehzeeb Ahmad1,5,pubg is my life I love pubg but I am poor,2025-03-21 10:55:21
Jb Pobo,5,this game is good bus in networking mode you haven't even put well,2025-03-21 10:55:16
DrJamalAbdul NasarKhan NasarKhan,5,This is such amazing mobile game. The updates are awesome 👍👏😊 . I want to thanks all of you. I want some amazing skins and weapons but hhhhh I don't have it. so ¯\🙄/¯.i am sad,2025-03-21 10:54:42
مريم مريم,5,💕💕💕,2025-03-21 10:54:09
Irshad Ali,5,I like PUBG,2025-03-21 10:53:36
dAvKaM,5,It was fun of play friends.,2025-03-21 10:53:35
ساعدي خيري,5,افضل لعبه على مستوى العالم 🌎,2025-03-21 10:52:59
shaheer,5,very addictive game,2025-03-21 10:52:14
Saqa Jilow,5,best,2025-03-21 10:51:48
Irfan Hassan,5,one of the best game ever my love,2025-03-21 10:51:37
thant,5,I like this,2025-03-21 10:51:26
Faizan Naveed,5,nice game,2025-03-21 10:51:03
M Ali Sanwal,5,PUBG mobile very nice game world best game is PUBG mobile,2025-03-21 10:49:40
Ravi Kumar,5,"PUBG offers immersive gameplay,sharpens strategic thinking ,enhances teamwork ,and provides thrilling entertainment with realistic graphics and engaging modes",2025-03-21 10:48:57
Daniel “mrdand” Davis Sr,4,I'll put up there with the best I enjoy it very much.,2025-03-21 10:46:15
UNBEATABLE WILDHAAN,5,BEST GAME I'VE EVER SEEN IN MY WORLD TRULY THIS GAME IS NOT A GAME ITS MY MEMORIES AND THANKS FOR EVERYTHING PUBG 🔥🤍I AM A ORIGINAL PLAYER I HAVE PLAYED PUBG SINCE SEASON 2 IM VERY PROUD OF THIS GAME IT IS MY LIFE ......LOVE YOU PUBG🤍🤍,2025-03-21 10:46:02
Bruce Ricky,5,"better than CODM, more realistic",2025-03-21 10:45:50
Rodrigo Cabiao,5,good but can i get the glacier m4,2025-03-21 10:45:44
Technique House,5,best game ever,2025-03-21 10:45:35
Wetchlande Silvestre,5,I really like LIKE PUBG MOBILE 👑🔐🔑,2025-03-21 10:44:51
Yakoub Mca,5,لعبة يا اجمل لعبة,2025-03-21 10:44:43
Malik Hazoor,5,I need galashier pubg,2025-03-21 10:44:32
Robinson Endrico,5,very nice game,2025-03-21 10:44:03
John michael Ricabo,5,best,2025-03-21 10:43:29
Saad Bashir,5,i love this game,2025-03-21 10:43:19
Hillary Alberto,5,it a good shooter game atleast more realistic than codm,2025-03-21 10:43:18
RAYAN RAYAN,5,❤️❤️❤️❤️,2025-03-21 10:43:05
कृण्ण राज पहारी,1,this game is bad,2025-03-21 10:41:55
Carol Needham,5,I love this ga.e I just started 2 weeks ago,2025-03-21 10:41:42
Dalia Gharib,1,نريد الحسابات المتبنده ترجع,2025-03-21 10:41:33
Marlon Dandy Odivilas,5,its a very nice game...,2025-03-21 10:41:29
Reski Tamrin,5,Nice game,2025-03-21 10:41:27
Rezwan Ghafoori,5,The best game ever I love it ♥♥♥♥,2025-03-21 10:41:26
Mineral shrestha Shrestha,5,"addictive game, i play whole night and day. i have quit job to play this game all time",2025-03-21 10:41:20
Saif Osama,5,Love you PUBG,2025-03-21 10:40:44
Ch Moazan,5,"it is very Excellent game and it's feature, updates and graphics better than other",2025-03-21 10:40:38
Fayeze Rahimi,5,Perfect,2025-03-21 10:40:27
Merna Helmy,5,Very bad mood zombie i hope this mood finish,2025-03-21 10:40:16
Princess Padili,5,lurveee,2025-03-21 10:39:54
Rifat Ullah,5,I like,2025-03-21 10:39:21
Shuxrat Nasriddinob,5,Pubg dunyodagi eng zoʻr oʻyin lekin 3.7.0 ver yoqmadi 3.6.0 ver qaytib kelsin iltimos,2025-03-21 10:38:40
Lula 73,5,Deeply in love (addicted to it),2025-03-21 10:38:22
Kelzang Wangmo,5,I like pubg,2025-03-21 10:38:11
Arman,5,world#1 Game,2025-03-21 10:35:49
Why Jutt,5,love 🥰,2025-03-21 10:35:42
Irsa kabeee,5,very good,2025-03-21 10:35:39
Mahmoud Zakzouk,5,💕,2025-03-21 10:34:51
Akaza,5,love this game. like playing it whenever I have free time. but if your into battle royal games or team death match or your into other modes. this is the game for you. You won't regret it,2025-03-21 10:34:25
Yehya Karam,5,my favorite game,2025-03-21 10:34:13
Cbb Vvcc,1,لعبه سيئه جداً وعنصريه وتكره الناس السود,2025-03-21 10:34:11
Haseeb Ahmad,5,Awesome,2025-03-21 10:33:58
LOKI Part1,5,nice game,2025-03-21 10:33:57
Mohamed Ahmed,5,amazing game,2025-03-21 10:33:28
Thejan Guruge,5,it's the best game ever played,2025-03-21 10:32:34
Jayden Keimigk,3,when long term players get free options for UC I'll give a 5 star,2025-03-21 10:32:23
Gemin Leonardo,5,I don't need to tell you that it's good unlike free fire. you just know 👍,2025-03-21 10:31:09
Kassim Hamid,5,Amaaaazing 7 years with it no complain,2025-03-21 10:30:53
Mstr aeks,5,👌🏽🔥,2025-03-21 10:30:19
محمد احمد مصطفى,5,best Game,2025-03-21 10:30:13
joemel octa,5,I've been playing PUBG Mobile for 6 years now and I can't say enough about how great this game is. It's so realistic and the graphics are amazing. I'm a solid PUBG player ❤️,2025-03-21 10:30:06
Takunda Hove,5,Still the best game ever,2025-03-21 10:29:35
ال بيع,5,but I want a glacier please I play 3 year but I didnt get any thing,2025-03-21 10:28:58
Clyde Videnia,5,I like the PUBG game very much!!,2025-03-21 10:28:26
Ali Akbari,5,lovely,2025-03-21 10:27:07
Muhammad Ali,5,very nice game,2025-03-21 10:26:49
Alaadin Muhammad,5,I love this game pubg,2025-03-21 10:25:52
Chan Nyein ko,5,good game💕,2025-03-21 10:25:33
Khean Coming,5,so nice to play,2025-03-21 10:23:08
Hazrat Ullah,5,best game of my life I play with 5 years,2025-03-21 10:22:31
Ali Hamza,5,I like it,2025-03-21 10:22:12
Ramazan Nader,5,best game 😉❤️,2025-03-21 10:21:26
Judith Peralta,5,amizing game,2025-03-21 10:21:11
Shailendra Meshram,5,nice,2025-03-21 10:20:46
Leo Magar,2,before good but now skill no matter only device matter which device is good 120 Fps..,2025-03-21 10:20:45
Adil Ibrahim,4,"great , will love it to collaborate with anime like solo leveling.",2025-03-21 10:20:36
mohamed mantawy,5,أجمل لعبه شفتها في حياتي,2025-03-21 10:20:20
Jonathan Williams,5,the game is amazing 👏 🤩,2025-03-21 10:18:38
Nimorl Nimorl,5,good,2025-03-21 10:18:36
Sophia Beckford,5,It's hard but after a while it becomes easier so push on and you will succeed in this game it's so fun 😄😄😄😄😄,2025-03-21 10:18:19
for3on sad,5,AMAZING GAME,2025-03-21 10:17:58
meshal60s Saad,4,very nice ama azin game,2025-03-21 10:17:04
Abbas Gujjar,5,that's beautiful game,2025-03-21 10:16:52
Zakriya Khan,5,nice game,2025-03-21 10:15:20
SADAQAT ALI ALI HAIDER,3,pubg is one of the best game I ever played but twist is that in last few updates the size of game is getting large enough that 40 and 30 fps player can't able to play in event because of lag therefore I request pubg to fix it so that the player who left for this reason are coming back .,2025-03-21 10:15:19
Trizhanne Alcantara,1,"i played this game but the graphics are so different in my game call of duty because pubg is realistic and cod is for fastest game, but for me call of duty is the best, and this game has no ranked match, mp. that's why is boring for me. I'm sorry but this is my opinion only.",2025-03-21 10:13:10
Bennicollin Jobi,5,the best game ever,2025-03-21 10:12:21
Benon Mwakwari,5,"Nice game, i really enjoying PUBG",2025-03-21 10:11:27
ali anter,5,very excited,2025-03-21 10:10:39
Janu xirfan,5,I m very excited to play this game,2025-03-21 10:09:48
Shamraiz shamraiz,4,ok,2025-03-21 10:09:47
Rimz Khan,4,it's an amazing game and very addictive I'm playing since 6 years keep it up 👍🏻,2025-03-21 10:09:19
Natalia Kolin,5,"Pubg is always fun,very recommended games",2025-03-21 10:09:16
Mark Jovi Cruz,5,solid game,2025-03-21 10:09:14
Rao Arslan Jameel,5,Absolutely Great and amazing to play it...🔥,2025-03-21 10:09:06
Manuelito Louis joey,5,love this game,2025-03-21 10:09:01
La Yate,5,Good,2025-03-21 10:08:37
M Ehtisham,5,So much more Good Game,2025-03-21 10:08:35
mobile legend,5,PUBG mobile Game is the best mobile Game in world map on yeah,2025-03-21 10:08:34
Ihtisham Nasir,5,when j play this game i feel entertainment and excitement,2025-03-21 10:08:33
Not Jamshad,5,good,2025-03-21 10:08:31
ĂBØÔĐ,5,جبااارة,2025-03-21 10:08:23
Firdaus Fir,5,need m416 ice..please,2025-03-21 10:08:15
Arren blair Pinongpong,5,best game realistic 1/10,2025-03-21 10:07:29
Bishal Rahman Saki,5,Nice Game... I Love PUBG,2025-03-21 10:07:02
Zain Khan,5,nice game bat I have no m4fool,2025-03-21 10:06:00
Usman Rajput,5,gorgeous game,2025-03-21 10:05:30
Dickson Ghati,5,"It is the best game I have ever player,, it has cool graphics.",2025-03-21 10:04:52
گران عرفان اغا,5,Yes Nice Geam Love You,2025-03-21 10:04:43
ZinMinHtwe ZinMinHtwe,5,Fav game,2025-03-21 10:04:29
Mouhamed Fadi,5,is very good,2025-03-21 10:03:28
Poker Master,5,Creater Is Genius,2025-03-21 10:03:27
RD Doha,5,"I'm miss old pubg😔 new update not good,I love pubg than I'm play.all old player's miss old pubg,old is gold🥇🥲",2025-03-21 10:03:21
Safa,5,BUPG mobile is the best game ever and I loved the baby Monster collaboration I wish that day do again the blackpink collaboration,2025-03-21 10:03:09
Chris Walker,5,I've been playing 7 years since the game was released and it's still the best mobile shooter to exist!!,2025-03-21 10:02:42
Mehar Sheri,5,I fall in love with Pubg. Its improve my to destroy.,2025-03-21 10:02:33
mohamed khidr,5,The best add ❤️🤍❤️🤍,2025-03-21 10:02:24
Usama Tarar,5,It is good game but not playing lot,2025-03-21 10:02:09
Saad,5,this is best game in the play store,2025-03-21 10:02:06
Mohamed Ali,5,Amazing 🤩,2025-03-21 10:01:35
Alishba alyyy,5,this game is amazing I playing 5 Year ago,2025-03-21 10:01:33
WAQAS KHAN,5,The world best game.this is my heart ❤️❤️❤️. love you PUBG mobile ❤️,2025-03-21 10:01:29
Chand Bhai,5,Good game.🥰🥰🥰🥰🥳,2025-03-21 10:01:12
Zero Tolerance,5,❤️❤️❤️❤️❤️😘,2025-03-21 10:01:06
Ibrahim c.qadir,5,I love it 😍,2025-03-21 10:00:33
Gus Fring,5,zabardst sateek game hai,2025-03-21 09:59:33
ITX HASH,5,DEPENDS ON MY MOOD.....,2025-03-21 09:58:49
John,5,fun and entertaining,2025-03-21 09:58:49
Abdullah Khan,5,I had a very good experience and I enjoyed alot,2025-03-21 09:58:09
Ahmed Ashraf,5,جميل جداً جداً جداً,2025-03-21 09:57:57
Mahi Khan,5,good game i love it,2025-03-21 09:57:56
MD Meraz,5,My favorite game 🎮🎯,2025-03-21 09:57:49
Christiaan Pietersen,5,very nice and good game no complaints,2025-03-21 09:57:24
Muhammad Saad,3,This game is very good but Uc is very cheap price,2025-03-21 09:56:11
Sammi Khan,1,it's my life,2025-03-21 09:56:10
Khan Soomro,4,Wow,2025-03-21 09:56:01
Redentor Quinto,5,love it so much☺,2025-03-21 09:55:43
julieden lonjawon,5,i like it,2025-03-21 09:55:10
Mac-Mac Bacarisa,5,best game ever,2025-03-21 09:55:02
Sajid Bilal,5,I love pubg,2025-03-21 09:55:00
Muhammad Abrar,5,best mobile game I have ever played,2025-03-21 09:54:33
Abdul Wahab,5,nice,2025-03-21 09:54:32
NaRöTõ Dz,5,good game,2025-03-21 09:53:55
Maro Hellani,5,رائعة ومذهلة,2025-03-21 09:53:48
Ismail Dahine,5,the best ❤,2025-03-21 09:53:42
Mustafa Razaa,5,good game 🎮🎮🎮,2025-03-21 09:53:40
Israel Tulmo,5,Good,2025-03-21 09:53:33
Yasir Khan,5,Awesome 👍,2025-03-21 09:53:08
MT Mubashar,5,i like pubg,2025-03-21 09:52:41
Life is Not easy,5,it's really good,2025-03-21 09:52:09
Khun San Ni,5,I like,2025-03-21 09:51:54
Tayyab 295,5,nice game PUBG mobile I am YouTuber pubg gamer,2025-03-21 09:50:55
Karim Barakat,5,i think that this is the best shooting game ever,2025-03-21 09:50:06
Har Pal Geo Geo,5,Very intrusting game,2025-03-21 09:49:44
Hassan Murtaza,3,New player without buy royal pass to New suit and other mummy and x suit plz distribute then PUBG mobile install more mobile and other old players have many suits but new player not character card or not suit that's not good plz help us new player without buy royal pass otherwise my mind say you uninstall game bcs my other friends have many skin of gun and suit new mobile,2025-03-21 09:49:38
Javed Sahab,5,world's best game ever have more fun and entertainment,2025-03-21 09:49:08
Dashun Kallo,5,Good game overall,2025-03-21 09:48:31
Faham Afridi,5,I love pubg,2025-03-21 09:48:29
Suresh Thakuri,5,nice online game,2025-03-21 09:48:24
Enchantress,5,i really enjoyed playing it and i love that every season you can experience different kind of game place.,2025-03-21 09:48:17
jamshed Ahmad,5,Good Game I Love this game,2025-03-21 09:47:18
Usman Abbasi,5,Too much lag in new updates,2025-03-21 09:46:39
Ahmad Atta,5,Best game in the hole world 🌎,2025-03-21 09:46:29
Khan Jsns,5,good,2025-03-21 09:45:40
Aurgho Biswas,5,good game,2025-03-21 09:45:34
Joufrzier Brian Elnando Bogia,5,ABSOLUTE CINEMA!!!!,2025-03-21 09:45:34
Yamaan Asim,5,I have never played like this game in my life it is better than free fire,2025-03-21 09:44:44
Michael Sinusere,5,very impressive and challenging 🤙,2025-03-21 09:43:31
Poppa smoke,5,"Its a good battle ground and no one is toxic but people who try hard and the guns are good because they are real ones like the AMW"" and P90 over all the best gun game with realistic things",2025-03-21 09:43:31
muhammad waqar,5,i wish i have a free uc,2025-03-21 09:43:28
Ma ine,1,Good,2025-03-21 09:42:38
Sumi Akter,5,this is most best game in the world,2025-03-21 09:42:25
Imran Mridha,5,i love it,2025-03-21 09:41:58
كريم درامز Karim Drums,5,GOODGAMING,2025-03-21 09:41:52
Arshad Jani,5,pubg is best game in the all world,2025-03-21 09:41:45
Ma Ansari,5,I'm happy 😊 thanks 😊,2025-03-21 09:41:23
Zakaria Kheroua,5,احب الببوجي,2025-03-21 09:40:41
Harith 168 cm tall,1,"After i update pubg to version 3.7 my graphics configuration suddenly changed. Before this update the maximum graphics configuration was balanced and medium framerate with low resolution but after this update, something went wrong the resolution was changed and i even can't change it to lower resolution and the maximum graphics was hdr and ultra framerate. My device can't handle it and heat a lot. and the graphics configuration are completely wrong for my device infinix hot 30i 4gb ram helio g37",2025-03-21 09:40:27
tsatsi Mahlangu,5,l just played this game for a year now and the updates and event are getting even more cooler thank you pubg,2025-03-21 09:40:11
Mohsin Shabbir,5,Awesome game❤️,2025-03-21 09:40:07
Imran Jummani,5,yes but leg issue and high update confused,2025-03-21 09:39:30
HOME,4,Can't move on from this game,2025-03-21 09:38:43
Shawon Parey,5,why I don't use RP voucher,2025-03-21 09:38:31
میدو دودی,5,احب ببجي,2025-03-21 09:37:18
Ali Murtaza,5,love You PUBG,2025-03-21 09:37:16
MD Fahm,5,GOOD GAME 😁😁😁😁😁,2025-03-21 09:37:10
Ali Raza,5,love you pubg mobile,2025-03-21 09:36:51
Kasmiliah Kasmiliah,5,this game have a good graphics,2025-03-21 09:36:28
Yonatan Admasu,5,wow,2025-03-21 09:36:10
SAMAD Samad,5,PUBG is without a doubt the best game,2025-03-21 09:36:05
Israel Follad (Follad),5,love pubg mobile,2025-03-21 09:33:58
Abdul Nafay,5,This game is the gretest of all time,2025-03-21 09:33:53
Ali Shizan,3,This is one of the best games I've ever played. Its how a battleground game should be.,2025-03-21 09:33:42
Shukrullah Salehi,5,ok 👍👍👍❤️❤️❤️,2025-03-21 09:33:25
Yamikani Crown,2,love the game been playing it for 2 years now just one thing I've put off auto downloading but the game keeps on downloading resources fix that please,2025-03-21 09:33:24
Ffc Ffc,5,update,2025-03-21 09:33:05
Nft Badshah,5,this is the best game for me,2025-03-21 09:33:03
Yojbas Hhh,5,good,2025-03-21 09:32:27
Vanish X2,5,loving it from 7 years,2025-03-21 09:32:12
Younas Khan,5,it's nice 👍🙂👍,2025-03-21 09:32:11
Laxman Xettri,5,learn something,2025-03-21 09:31:46
Zarm Hseng,5,good game,2025-03-21 09:31:40
Saif Saif,5,It is best battle game in the world,2025-03-21 09:31:38
YOUTUBE Ishfaq,5,nice game,2025-03-21 09:31:35
Muhammad Sami Ullah,5,very nice game,2025-03-21 09:31:33
Sabihullah,5,very very nice,2025-03-21 09:31:32
Zidullah Nezami,5,its really good game l am so happye,2025-03-21 09:31:22
Zorain Shahzaib,5,love you pubg♥️,2025-03-21 09:31:16
Frank Glory Ekene,5,the best game in the whole world,2025-03-21 09:30:22
Jamel Abdulahad,5,it's nice!!!!,2025-03-21 09:30:09
Ahmad Danish Hidari,5,I didn't have m416,2025-03-21 09:29:54
Mehar,5,best game in world,2025-03-21 09:29:14
Khawaja Makki,5,It is the best experience of my life,2025-03-21 09:28:56
MD Shakib Hossen,5,good experiment,2025-03-21 09:28:24
Yaso Yaso,5,very good,2025-03-21 09:28:06
Zafer Tarar,5,it is the best of world,2025-03-21 09:28:03
King Babar,5,Game Very good but,2025-03-21 09:28:01
Hamza Khan,4,nice game,2025-03-21 09:27:34
Bijay Panta,5,I like PUBG mobile game,2025-03-21 09:27:24
Eh Yar Nor,5,nice game,2025-03-21 09:26:48
Eilreg Gonzalesmanalo,5,i love pubg,2025-03-21 09:25:12
Zia Okz,5,need royalpaas,2025-03-21 09:24:39
Yusuf Zuu,5,OP,2025-03-21 09:22:33
Smokiey Raiin,5,Team Building Gaming and Realistic Game With Fun Adventures To Unlock.,2025-03-21 09:22:14
